top genre,artist type,year released,top year,bpm,artist
Dance Pop,Duo,2009.0,2010.0,140.0,3OH!3
Dance Pop,Duo,2010.0,2010.0,138.0,3OH!3
Pop Soul,Solo,2010.0,2010.0,95.0,Aloe Blacc
Atl Hip Hop,Solo,2010.0,2010.0,93.0,B.o.B
Atl Hip Hop,Solo,2010.0,2010.0,104.0,B.o.B
Atl Hip Hop,Solo,2010.0,2010.0,82.0,B.o.B
Dance Pop,Band/Group,2010.0,2010.0,128.0,Black Eyed Peas
Dance Pop,Band/Group,2009.0,2010.0,92.0,Black Eyed Peas
Dance Pop,Solo,2010.0,2010.0,146.0,Bruno Mars
Dance Pop,Solo,2010.0,2010.0,109.0,Bruno Mars
Pop Rap,Band/Group,2011.0,2010.0,85.0,Cali Swag District
Atl Hip Hop,Solo,2010.0,2010.0,127.0,CeeLo Green
Dance Pop,Solo,2011.0,2010.0,74.0,Chris Brown
Big Room,Solo,2009.0,2010.0,130.0,David Guetta
Big Room,Solo,2009.0,2010.0,130.0,David Guetta
Dance Pop,Solo,2010.0,2010.0,150.0,DJ Khaled
Canadian Hip Hop,Solo,2010.0,2010.0,100.0,Drake
Canadian Hip Hop,Solo,2010.0,2010.0,96.0,Drake
Disco House,Duo,2010.0,2010.0,128.0,Duck Sauce
Romanian House,Solo,2010.0,2010.0,127.0,Edward Maya
Lilith,Solo,2010.0,2010.0,133.0,Eliza Doolittle
Dance Pop,Solo,2010.0,2010.0,150.0,Ellie Goulding
Detroit Hip Hop,Solo,2010.0,2010.0,87.0,Eminem
Detroit Hip Hop,Solo,2010.0,2010.0,115.0,Eminem
Dance Pop,Solo,2010.0,2010.0,129.0,Enrique Iglesias
Dance Pop,Solo,2010.0,2010.0,126.0,Example
Asian American Hip Hop,Band/Group,2010.0,2010.0,125.0,Far East Movement
Dance Pop,Solo,2010.0,2010.0,128.0,Flo Rida
Dance Pop,Solo,2010.0,2010.0,128.0,INNA
Dance Pop,Solo,2009.0,2010.0,91.0,Iyaz
Dance Pop,Solo,2010.0,2010.0,144.0,Jason Derulo
Dance Pop,Solo,2010.0,2010.0,89.0,Jason Derulo
Dance Pop,Solo,2010.0,2010.0,110.0,Jason Derulo
Dance Pop,Solo,2009.0,2010.0,132.0,Jay Sean
Dance Pop,Solo,2009.0,2010.0,126.0,Jay Sean
East Coast Hip Hop,Solo,2009.0,2010.0,140.0,JAY-Z
Neo Mellow,Solo,2009.0,2010.0,97.0,John Mayer
Neo Mellow,Solo,2009.0,2010.0,115.0,John Mayer
Canadian Pop,Solo,2010.0,2010.0,65.0,Justin Bieber
Dance Pop,Solo,2012.0,2010.0,125.0,Katy Perry
Dance Pop,Solo,2010.0,2010.0,120.0,Katy Perry
Atl Hip Hop,Solo,2011.0,2010.0,125.0,Kelly Rowland
Dance Pop,Solo,2010.0,2010.0,120.0,Kesha
Dance Pop,Solo,2010.0,2010.0,120.0,Kesha
Dance Pop,Solo,2010.0,2010.0,125.0,Kesha
Dance Pop,Solo,2010.0,2010.0,120.0,Kesha
Reggae Fusion,Solo,2009.0,2010.0,76.0,K'NAAN
Idol,Solo,2009.0,2010.0,92.0,Kris Allen
Art Pop,Solo,2009.0,2010.0,119.0,Lady Gaga
Art Pop,Solo,2009.0,2010.0,122.0,Lady Gaga
Art Pop,Solo,2009.0,2010.0,99.0,Lady Gaga
Hip Hop,Solo,2010.0,2010.0,76.0,Lil Wayne
Atl Hip Hop,Solo,2010.0,2010.0,85.0,Ludacris
Atl Hip Hop,Solo,2010.0,2010.0,144.0,Ludacris
Pop,Band/Group,2010.0,2010.0,103.0,Maroon 5
Talent Show,Solo,2011.0,2010.0,82.0,Matt Cardle
Dance Pop,Solo,2010.0,2010.0,130.0,Mike Posner
Dance Pop,Solo,2010.0,2010.0,117.0,Miley Cyrus
Modern Alternative Rock,Band/Group,2010.0,2010.0,148.0,Neon Trees
Indietronica,Band/Group,2009.0,2010.0,180.0,Owl City
Grime,Duo,2010.0,2010.0,147.0,Plan B
Barbadian Pop,Solo,2010.0,2010.0,126.0,Rihanna
Barbadian Pop,Solo,2009.0,2010.0,174.0,Rihanna
Barbadian Pop,Solo,2010.0,2010.0,100.0,Rihanna
Barbadian Pop,Solo,2010.0,2010.0,156.0,Rihanna
Barbadian Pop,Solo,2009.0,2010.0,182.0,Rihanna
Art Pop,Solo,2010.0,2010.0,117.0,Robyn
Acoustic Pop,Solo,2010.0,2010.0,119.0,Sara Bareilles
Dance Pop,Band/Group,2017.0,2010.0,177.0,Scouting For Girls
Dance Pop,Solo,2020.0,2010.0,121.0,Sean Kingston
Dutch House,Solo,2009.0,2010.0,126.0,Sidney Samson
Belgian Pop,Solo,2010.0,2010.0,120.0,Stromae
Contemporary Country,Duo,2010.0,2010.0,84.0,Sugarland
Dance Pop,Band/Group,2010.0,2010.0,125.0,Swedish House Mafia
Dance Pop,Band/Group,2010.0,2010.0,125.0,Swedish House Mafia
Dance Pop,Solo,2010.0,2010.0,120.0,Taio Cruz
Dance Pop,Solo,2010.0,2010.0,122.0,Taio Cruz
Boy Band,Band/Group,2010.0,2010.0,101.0,Take That
Pop,Solo,2010.0,2010.0,142.0,Taylor Swift
Pop,Solo,2010.0,2010.0,121.0,Taylor Swift
Pop,Solo,2011.0,2010.0,158.0,Taylor Swift
Contemporary Country,Band/Group,2010.0,2010.0,131.0,The Band Perry
Celtic Rock,Band/Group,2011.0,2010.0,174.0,The Script
Boy Band,Band/Group,2010.0,2010.0,134.0,The Wanted
EDM,Solo,2010.0,2010.0,126.0,Tim Berg
Dance Pop,Solo,2009.0,2010.0,116.0,Timbaland
Dance Pop,Solo,2009.0,2010.0,126.0,Timbaland
Dance Pop,Solo,2010.0,2010.0,91.0,Tinie Tempah
Dance Pop,Solo,2010.0,2010.0,123.0,Tinie Tempah
Dance Pop,Band/Group,2010.0,2010.0,97.0,Train
Dance Pop,Solo,2010.0,2010.0,87.0,Travie McCoy
Dance Pop,Solo,2010.0,2010.0,74.0,Trey Songz
Dance Pop,Solo,2009.0,2010.0,93.0,Trey Songz
Indie Rock,Band/Group,2010.0,2010.0,139.0,Two Door Cinema Club
Atl Hip Hop,Solo,2010.0,2010.0,120.0,Usher
Atl Hip Hop,Solo,2010.0,2010.0,130.0,Usher
Atl Hip Hop,Solo,2010.0,2010.0,96.0,Usher
Atl Hip Hop,Solo,2010.0,2010.0,131.0,Waka Flocka Flame
Australian Dance,Duo,2020.0,2010.0,125.0,Yolanda Be Cool
Dance Pop,Band/Group,2009.0,2010.0,148.0,Young Money
British Soul,Solo,2011.0,2011.0,105.0,Adele
British Soul,Solo,2011.0,2011.0,108.0,Adele
Dance Pop,Solo,2011.0,2011.0,127.0,Alexandra Stan
Canadian Pop,Solo,2011.0,2011.0,150.0,Avril Lavigne
Detroit Hip Hop,Duo,2011.0,2011.0,90.0,Bad Meets Evil
Dance Pop,Solo,2011.0,2011.0,94.0,Beyoncé
Dance Pop,Solo,2011.0,2011.0,99.0,Beyoncé
Pop,Solo,2011.0,2011.0,166.0,Birdy
Dance Pop,Band/Group,2010.0,2011.0,94.0,Black Eyed Peas
Contemporary Country,Solo,2011.0,2011.0,206.0,Blake Shelton
Eau Claire Indie,Band/Group,2011.0,2011.0,148.0,Bon Iver
Dance Pop,Solo,2011.0,2011.0,130.0,Britney Spears
Dance Pop,Solo,2011.0,2011.0,132.0,Britney Spears
Dance Pop,Solo,2010.0,2011.0,110.0,Bruno Mars
Dance Pop,Solo,2010.0,2011.0,145.0,Bruno Mars
Dance Pop,Solo,2010.0,2011.0,175.0,Bruno Mars
Dance Pop,Solo,2012.0,2011.0,128.0,Calvin Harris
Dancefloor Dnb,Duo,2011.0,2011.0,140.0,Chase & Status
Grime,Solo,2011.0,2011.0,190.0,Chip
Dance Pop,Solo,2011.0,2011.0,146.0,Chris Brown
Dance Pop,Solo,2011.0,2011.0,130.0,Chris Brown
Dance Pop,Solo,2019.0,2011.0,128.0,Chris Brown
Dance Pop,Solo,2011.0,2011.0,75.0,Christina Perri
Dance Pop,Band/Group,2011.0,2011.0,132.0,Cobra Starship
Permanent Wave,Band/Group,2011.0,2011.0,140.0,Coldplay
Permanent Wave,Band/Group,2011.0,2011.0,118.0,Coldplay
Big Room,Solo,2011.0,2011.0,130.0,David Guetta
Big Room,Solo,2010.0,2011.0,128.0,David Guetta
Hip Pop,Duo,2010.0,2011.0,168.0,Diddy - Dirty Money
Dancefloor Dnb,Solo,2012.0,2011.0,140.0,DJ Fresh
Dance Pop,Solo,2011.0,2011.0,149.0,DJ Khaled
G Funk,Solo,2011.0,2011.0,156.0,Dr. Dre
Canadian Hip Hop,Solo,2011.0,2011.0,152.0,Drake
Pop,Solo,2011.0,2011.0,85.0,Ed Sheeran
Pop,Solo,2011.0,2011.0,160.0,Ed Sheeran
Romanian House,Solo,2010.0,2011.0,127.0,Edward Maya
Dance Pop,Solo,2010.0,2011.0,126.0,Enrique Iglesias
Contemporary Country,Solo,2011.0,2011.0,104.0,Eric Church
Dance Pop,Solo,2011.0,2011.0,127.0,Example
Asian American Hip Hop,Band/Group,2010.0,2011.0,96.0,Far East Movement
Baroque Pop,Band/Group,2011.0,2011.0,107.0,Florence + The Machine
Indietronica,Band/Group,2011.0,2011.0,128.0,Foster The People
Indie Pop,Band/Group,2011.0,2011.0,113.0,Grouplove
Dance Pop,Band/Group,2011.0,2011.0,90.0,Gym Class Heroes
Dance Pop,Band/Group,2011.0,2011.0,100.0,Hot Chelle Rae
Contemporary Country,Solo,2010.0,2011.0,127.0,Jason Aldean
Dance Pop,Solo,2011.0,2011.0,92.0,Jason Derulo
Dance Pop,Solo,2011.0,2011.0,122.0,Jason Derulo
Dance Pop,Solo,2011.0,2011.0,130.0,Jennifer Lopez
Chicago Rap,Solo,2010.0,2011.0,160.0,Jeremih
Dance Pop,Solo,2011.0,2011.0,140.0,Jessie J
Chicago Rap,Solo,2010.0,2011.0,142.0,Kanye West
Dance Pop,Solo,2012.0,2011.0,126.0,Katy Perry
Dance Pop,Solo,2010.0,2011.0,124.0,Katy Perry
Dance Pop,Solo,2012.0,2011.0,152.0,Katy Perry
Atl Hip Hop,Solo,2011.0,2011.0,141.0,Kelly Rowland
Dance Pop,Solo,2010.0,2011.0,160.0,Keri Hilson
Dance Pop,Solo,2010.0,2011.0,120.0,Kesha
Dance Pop,Solo,2010.0,2011.0,120.0,Kesha
Indie Poptimism,Solo,2012.0,2011.0,153.0,Labrinth
Contemporary Country,Band/Group,2011.0,2011.0,143.0,Lady A
Art Pop,Solo,2011.0,2011.0,124.0,Lady Gaga
Art Pop,Solo,2011.0,2011.0,128.0,Lady Gaga
Hip Hop,Solo,2011.0,2011.0,79.0,Lil Wayne
Hip Hop,Solo,2011.0,2011.0,154.0,Lil Wayne
Dance Pop,Duo,2011.0,2011.0,130.0,LMFAO
Dance Pop,Duo,2011.0,2011.0,130.0,LMFAO
Chicago Rap,Solo,2011.0,2011.0,143.0,Lupe Fiasco
Art Pop,Solo,2021.0,2011.0,122.0,Lykke Li
French Shoegaze,Duo,2011.0,2011.0,105.0,M83
Hip Hop,Solo,2011.0,2011.0,163.0,Mac Miller
Pop Rap,Solo,2011.0,2011.0,104.0,Mann
Pop,Band/Group,2010.0,2011.0,128.0,Maroon 5
Dance Pop,Solo,2010.0,2011.0,81.0,Miguel
Alternative Metal,Band/Group,2011.0,2011.0,188.0,Nickelback
Dance Pop,Solo,2010.0,2011.0,127.0,Nicki Minaj
Indie Folk,Band/Group,2011.0,2011.0,82.0,Noah And The Whale
Dance Pop,Solo,2011.0,2011.0,111.0,Olly Murs
Dance Pop,Band/Group,2009.0,2011.0,95.0,OneRepublic
Dance Pop,Solo,2010.0,2011.0,122.0,P!nk
Dance Pop,Solo,2011.0,2011.0,129.0,Pitbull
Dance Pop,Solo,2011.0,2011.0,128.0,Pitbull
Grime,Solo,2021.0,2011.0,101.0,Professor Green
Alternative Rock,Band/Group,2011.0,2011.0,106.0,Red Hot Chili Peppers
Barbadian Pop,Solo,2010.0,2011.0,128.0,Rihanna
Barbadian Pop,Solo,2011.0,2011.0,128.0,Rihanna
Barbadian Pop,Solo,2010.0,2011.0,100.0,Rihanna
UK Hip Hop,Duo,2011.0,2011.0,115.0,Rizzle Kicks
Electro House,Solo,2011.0,2011.0,128.0,Sak Noel
Dance Pop,Band/Group,2011.0,2011.0,117.0,Selena Gomez & The Scene
Dance Pop,Band/Group,2011.0,2011.0,101.0,Selena Gomez & The Scene
G Funk,Solo,2011.0,2011.0,130.0,Snoop Dogg
Dance Pop,Band/Group,2011.0,2011.0,127.0,Swedish House Mafia
Dance Pop,Solo,2011.0,2011.0,128.0,Taio Cruz
Contemporary Country,Band/Group,2010.0,2011.0,131.0,The Band Perry
Boy Band,Band/Group,2011.0,2011.0,127.0,The Wanted
Atl Hip Hop,Solo,2010.0,2011.0,125.0,Usher
Atl Hip Hop,Solo,2010.0,2011.0,131.0,Waka Flocka Flame
Dance Pop,Solo,2011.0,2011.0,164.0,Wiz Khalifa
Dance Pop,Solo,2011.0,2011.0,125.0,Wiz Khalifa
British Soul,Solo,2012.0,2012.0,76.0,Adele
British Soul,Solo,2011.0,2012.0,120.0,Adele
Dance Pop,Solo,2013.0,2012.0,128.0,Alesso
Modern Alternative Rock,Solo,2011.0,2012.0,126.0,Alex Clare
Indie Rock,Band/Group,2012.0,2012.0,150.0,alt-J
Garage Rock,Band/Group,2012.0,2012.0,97.0,Arctic Monkeys
Israeli Pop,Solo,2012.0,2012.0,119.0,Asaf Avidan
Dance Pop,Solo,2011.0,2012.0,126.0,Avicii
Dance Pop,Solo,2012.0,2012.0,128.0,Avicii
Dance Pop,Solo,2014.0,2012.0,126.0,Azealia Banks
Atl Hip Hop,Solo,2012.0,2012.0,86.0,B.o.B
Dance Pop,Solo,2012.0,2012.0,144.0,Bruno Mars
Dance Pop,Solo,2011.0,2012.0,150.0,Bruno Mars
Dance Pop,Solo,2012.0,2012.0,128.0,Calvin Harris
Dance Pop,Solo,2012.0,2012.0,128.0,Calvin Harris
Dance Pop,Solo,2012.0,2012.0,128.0,Calvin Harris
Canadian Pop,Solo,2012.0,2012.0,120.0,Carly Rae Jepsen
Contemporary Country,Solo,2012.0,2012.0,137.0,Carrie Underwood
Dance Pop,Solo,2012.0,2012.0,98.0,Cher Lloyd
Dance Pop,Solo,2012.0,2012.0,130.0,Chris Brown
Permanent Wave,Band/Group,2011.0,2012.0,140.0,Coldplay
Permanent Wave,Band/Group,2011.0,2012.0,85.0,Coldplay
Big Room,Solo,2011.0,2012.0,128.0,David Guetta
Dance Pop,Solo,2012.0,2012.0,125.0,DEV
EDM,Duo,2013.0,2012.0,122.0,Disclosure
Dancefloor Dnb,Solo,2010.0,2012.0,175.0,DJ Fresh
Canadian Hip Hop,Solo,2011.0,2012.0,122.0,Drake
Canadian Hip Hop,Solo,2011.0,2012.0,202.0,Drake
Dance Pop,Solo,2010.0,2012.0,120.0,Ellie Goulding
Dance Pop,Solo,2012.0,2012.0,128.0,Flo Rida
Baroque Pop,Band/Group,2012.0,2012.0,126.0,Florence + The Machine
Alternative R&B,Solo,2012.0,2012.0,123.0,Frank Ocean
Alternative R&B,Solo,2012.0,2012.0,130.0,Frank Ocean
Baroque Pop,Band/Group,2012.0,2012.0,184.0,fun.
Baroque Pop,Band/Group,2012.0,2012.0,108.0,fun.
Australian Pop,Solo,2011.0,2012.0,129.0,Gotye
Art Pop,Solo,2012.0,2012.0,156.0,Grimes
Dance Pop,Band/Group,2011.0,2012.0,130.0,Gym Class Heroes
Candy Pop,Duo,2013.0,2012.0,126.0,Icona Pop
Modern Rock,Band/Group,2012.0,2012.0,105.0,Imagine Dragons
Modern Rock,Band/Group,2012.0,2012.0,100.0,Imagine Dragons
East Coast Hip Hop,Solo,2011.0,2012.0,140.0,JAY-Z
Canadian Pop,Solo,2012.0,2012.0,97.0,Justin Bieber
Chicago Rap,Solo,2012.0,2012.0,140.0,Kanye West
Dance Pop,Duo,2012.0,2012.0,120.0,Karmin
Dance Pop,Solo,2012.0,2012.0,134.0,Katy Perry
Dance Pop,Solo,2012.0,2012.0,130.0,Katy Perry
Conscious Hip Hop,Solo,2012.0,2012.0,74.0,Kendrick Lamar
Conscious Hip Hop,Solo,2012.0,2012.0,91.0,Kendrick Lamar
Dance Pop,Solo,2012.0,2012.0,128.0,Kesha
Dance Pop,Solo,2012.0,2012.0,126.0,Kesha
Art Pop,Solo,2012.0,2012.0,94.0,Lana Del Rey
Art Pop,Solo,2012.0,2012.0,122.0,Lana Del Rey
Art Pop,Solo,2012.0,2012.0,86.0,Lana Del Rey
Alternative Metal,Band/Group,2012.0,2012.0,110.0,Linkin Park
Dance Pop,Duo,2011.0,2012.0,130.0,LMFAO
Chicago Rap,Solo,2012.0,2012.0,168.0,Lupe Fiasco
Art Pop,Solo,2012.0,2012.0,128.0,MARINA
Art Pop,Solo,2012.0,2012.0,140.0,MARINA
Pop,Band/Group,2012.0,2012.0,93.0,Maroon 5
Pop,Band/Group,2012.0,2012.0,110.0,Maroon 5
Dance Pop,Solo,2012.0,2012.0,179.0,Miguel
Modern Rock,Band/Group,2012.0,2012.0,180.0,Muse
Modern Alternative Rock,Band/Group,2012.0,2012.0,155.0,Neon Trees
Dance Pop,Solo,2011.0,2012.0,125.0,Nicki Minaj
Dance Pop,Solo,2012.0,2012.0,125.0,Nicki Minaj
Folk-Pop,Band/Group,2012.0,2012.0,112.0,Of Monsters and Men
Dance Pop,Solo,2012.0,2012.0,106.0,Olly Murs
Boy Band,Band/Group,2012.0,2012.0,125.0,One Direction
Boy Band,Band/Group,2012.0,2012.0,126.0,One Direction
EDM,Solo,2012.0,2012.0,126.0,Otto Knows
Indietronica,Band/Group,2012.0,2012.0,126.0,Owl City
Dance Pop,Solo,2012.0,2012.0,114.0,P!nk
Alternative Dance,Band/Group,2012.0,2012.0,101.0,Passion Pit
Folk-Pop,Solo,2013.0,2012.0,118.0,Phillip Phillips
Folk-Pop,Solo,2013.0,2012.0,121.0,Phillip Phillips
K-Pop,Solo,2012.0,2012.0,132.0,PSY
Barbadian Pop,Solo,2011.0,2012.0,128.0,Rihanna
Barbadian Pop,Solo,2011.0,2012.0,128.0,Rihanna
Dance Pop,Solo,2012.0,2012.0,72.0,Rita Ora
UK Hip Hop,Duo,2011.0,2012.0,98.0,Rizzle Kicks
Dance Pop,Solo,2012.0,2012.0,116.0,Robbie Williams
Dance Pop,Band/Group,2013.0,2012.0,180.0,Rudimental
Gangster Rap,Solo,2012.0,2012.0,128.0,ScHoolboy Q
Brostep,Solo,2011.0,2012.0,110.0,Skrillex
G Funk,Solo,2011.0,2012.0,95.0,Snoop Dogg
Dance Pop,Band/Group,2012.0,2012.0,129.0,Swedish House Mafia
Pop,Solo,2012.0,2012.0,77.0,Taylor Swift
Pop,Solo,2012.0,2012.0,86.0,Taylor Swift
Folk-Pop,Band/Group,2012.0,2012.0,80.0,The Lumineers
Boy Band,Band/Group,2012.0,2012.0,128.0,The Wanted
Downtempo,Band/Group,2012.0,2012.0,92.0,The xx
Dance Pop,Band/Group,2012.0,2012.0,122.0,Train
Dance Pop,Band/Group,2012.0,2012.0,140.0,Train
Dance Pop,Solo,2012.0,2012.0,150.0,Trey Songz
Dance Pop,Solo,2012.0,2012.0,99.0,Tyga
Dance Pop,Solo,2012.0,2012.0,95.0,Tyga
Atl Hip Hop,Solo,2012.0,2012.0,136.0,Usher
Dance Pop,Band/Group,2012.0,2012.0,140.0,WALK THE MOON
Dance Pop,Solo,2012.0,2012.0,140.0,Wiz Khalifa
Atl Hip Hop,Solo,2013.0,2013.0,172.0,2 Chainz
East Coast Hip Hop,Solo,2013.0,2013.0,96.0,A$AP Rocky
Garage Rock,Band/Group,2013.0,2013.0,92.0,Arctic Monkeys
Garage Rock,Band/Group,2013.0,2013.0,85.0,Arctic Monkeys
Dance Pop,Solo,2013.0,2013.0,82.0,Ariana Grande
Dance Pop,Solo,2013.0,2013.0,124.0,Avicii
Dance Pop,Solo,2012.0,2013.0,128.0,Avicii
Canadian Pop,Solo,2013.0,2013.0,165.0,Avril Lavigne
La Indie,Band/Group,2011.0,2013.0,119.0,AWOLNATION
Bass Trap,Solo,2013.0,2013.0,138.0,Baauer
Metropopolis,Band/Group,2013.0,2013.0,127.0,Bastille
Metropopolis,Band/Group,2013.0,2013.0,125.0,Bastille
Big Room,Duo,2013.0,2013.0,128.0,Bingo Players
Contemporary Country,Solo,2013.0,2013.0,137.0,Blake Shelton
Dance Pop,Solo,2012.0,2013.0,93.0,Bridgit Mendler
Dance Pop,Solo,2013.0,2013.0,128.0,Britney Spears
Dance Pop,Solo,2012.0,2013.0,144.0,Bruno Mars
Dance Pop,Solo,2012.0,2013.0,73.0,Bruno Mars
Dance Pop,Solo,2012.0,2013.0,116.0,Bruno Mars
Dance Pop,Solo,2012.0,2013.0,128.0,Calvin Harris
Dance Pop,Solo,2012.0,2013.0,125.0,Calvin Harris
Dance Pop,Solo,2012.0,2013.0,128.0,Calvin Harris
Dance Pop,Solo,2012.0,2013.0,128.0,Calvin Harris
Metropopolis,Duo,2013.0,2013.0,118.0,Capital Cities
Atl Hip Hop,Solo,2013.0,2013.0,166.0,Childish Gambino
Dance Pop,Solo,2014.0,2013.0,104.0,Chris Brown
Electropop,Band/Group,2013.0,2013.0,174.0,CHVRCHES
Dance Pop,Solo,2013.0,2013.0,134.0,Ciara
